艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜175最小,対潜175最大,回避初期最小,回避初期最大,回避最大,回避175最小,回避175最大,索敵初期最小,索敵初期最大,索敵最大,索敵175最小,索敵175最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
403,1503,"伊401改","い401",14,44,22122,155,0,0,0,0,0,0,0,0,1,24,39,28,30,6,19,40,80,0,0,7,24,0,0,0,0,0,12,12,44,68,68,15,15,45,68,68,20,59,5,1,7,2,3,3,0,0,0,62,-1,-1,-1,-1,200,1,2,4,3,0,2,1,1,"提督、ごきげんよう。<br>潜特型二番艦伊401、改良型です！","伊４００型潜水艦二番艦、伊４０１です。<br>地球をぐるっと一周以上余裕で航行できる長大な航続<br>力と、特殊攻撃機「晴嵐」を３機搭載する潜水空母な<br>んです。そう、戦略的秘密兵器…秘密なんだからっ！",25,30,3,"tuvoqtqrddem",19,3,827
404,201,"雲龍","うんりゅう",11,53,3011,0,406,50,1000,750,1,0,0,0,0,48,79,54,56,0,27,0,0,28,72,26,52,0,0,0,0,0,32,32,59,79,79,40,40,72,96,96,10,49,10,1,6,4,18,24,3,6,0,40,51,-1,-1,-1,210,7,9,26,5,0,0,3,3,"雲龍型航空母艦、雲龍、推参しました。<br>提督、よろしくお願いしますね。","マル急計画によって戦時建造された雲龍型航空母艦の<br>長女、雲龍よ。<br>傑作中型空母の飛龍を改良した量産型正規空母なの。<br>新生機動部隊の主力としての潜在実力は十分なのだけ<br>ど…今度は見ててよね。",50,45,1,"xgoisifuerjd",1,1,827
405,205,"春雨","はるさめ",2,23,15111,0,323,30,120,110,0,0,0,0,0,16,32,20,22,10,29,24,69,9,39,6,19,21,21,49,70,70,43,43,79,106,106,5,5,19,29,29,10,49,10,1,4,2,0,0,0,0,0,2,92,-1,-1,-1,22,1,1,5,0,1,1,0,0,"白露型駆逐艦五番艦の春雨です、はい。<br>輸送作戦はお任せください……です。","白露型駆逐艦五番艦の春雨です。<br>おいしそう…ってその春雨とは違います！村雨や夕立<br>姉さんたちと共に第二駆逐隊として海を駆け巡りまし<br>た！輸送や護衛任務は、少し得意なんです。はい！",15,20,1,"dbtrdgatxdpl",31,5,827
406,206,"雲龍改","うんりゅう",11,53,3012,404,0,0,0,0,0,0,0,0,1,60,84,67,69,0,48,0,0,32,78,35,77,0,0,0,0,0,35,35,72,100,100,48,48,82,108,108,12,59,10,1,7,4,18,21,27,3,0,109,111,112,54,-1,210,7,13,30,10,0,0,4,3,"雲龍型航空母艦、雲龍、参ります。<br>提督、新生機動部隊はお任せください！","マル急計画によって戦時建造された雲龍型航空母艦の<br>長女、雲龍よ。<br>傑作中型空母の飛龍を改良した量産型正規空母なの。<br>新生機動部隊の主力としての潜在実力は十分なのだけ<br>ど…今度は見ててよね。",50,55,3,"rqsbaiaqlunp",2,2,827
407,207,"潮改二","うしお",2,1,14206,233,0,0,0,0,0,0,0,0,2,33,53,38,40,10,58,25,80,24,79,15,58,32,32,75,108,108,65,65,95,118,118,11,11,48,76,76,32,89,10,1,6,3,0,0,0,0,0,40,39,44,-1,-1,20,1,2,10,0,1,2,2,1,"特型駆逐艦…綾波型の「潮」です。<br>もう下がってよろしいでしょうか…。","綾波型１０番艦の潮です。<br>レイテ沖海戦などの激戦を潜り抜け、運命のあの日、<br>横須賀で御役目を終えるまで戦い抜きました。<br>あ、あの…沈めた敵艦の皆さんも…ホントはお助けし<br>たいのです。ホントです！",15,20,1,"fsgwccpesgfh",56,32,827
408,208,"隼鷹改二","じゅんよう",7,24,4076,284,0,0,0,0,0,0,0,0,2,55,82,62,64,0,40,0,0,36,74,31,62,0,0,0,0,0,41,41,84,117,117,44,44,79,105,105,41,84,5,1,6,4,24,18,20,4,0,22,106,30,51,-1,180,6,14,26,10,0,0,4,3,"商船改装空母、隼鷹でーすっ！<br>ひゃっはぁー！","戦時改造を前提に建造した豪華客船、橿原丸。<br>その改装した姿が空母、隼鷹さ。<br>ちゃーんと戦い抜いて、最後まで生き残ったんだぜ。<br>意外とやるでしょ？",45,50,1,"yyyfqcpumpxj",4,4,827
409,209,"早霜","はやしも",2,38,16361,0,324,30,140,110,0,0,0,0,0,16,34,20,22,10,30,24,69,9,39,6,19,27,27,52,71,71,47,47,80,105,105,6,6,19,28,28,11,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,"また…来てしまったのね、この海に。<br>夕雲型駆逐艦、早霜…着任しました。","夕雲型駆逐艦、その十七番目、早霜です。<br>舞鶴海軍工廠生まれ。だいぶ押し迫った頃に生まれま<br>した。レイテ沖海戦にリンガ泊地から出撃して…色々<br>な光景を見ました。",15,20,1,"kgwxvcnblfjb",15,1,827
410,210,"清霜","きよしも",2,38,16381,0,325,30,140,110,0,0,0,0,0,16,34,20,22,10,30,24,69,9,39,6,19,27,27,52,71,71,47,47,80,105,105,6,6,19,28,28,12,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,"どうも！夕雲型の最終艦、清霜です。<br>到着遅れました、よろしくお願いです！","夕雲型駆逐艦のラスト、十九番艦の清霜です。<br>浦賀生まれですよ。もう、そうとう辛い戦局の中で生<br>まれたの。短い間だったけど、縦横無尽に活躍した<br>わ。凄惨だったレイテはもちろん、あの礼号作戦にも<br>参加したのよ！どう？",15,20,1,"gdbwncyaopob",23,3,827
411,211,"扶桑改二","ふそう",10,26,1056,286,0,0,0,0,0,0,0,0,2,77,94,85,87,80,99,0,0,44,88,72,90,8,8,28,43,43,34,34,69,95,95,22,22,59,87,87,13,69,5,3,6,4,4,4,9,23,0,105,8,51,80,-1,260,12,15,38,5,5,0,3,4,"扶桑型超弩級戦艦、姉の扶桑です。<br>妹の山城ともども、よろしくお願い致します。","初の日本独自設計による超弩級戦艦、扶桑です。<br>妹の山城ともどもよろしくお願いしますね。<br>レイテ沖？　そうね、いつか突入してみたいわ。ホン<br>トよ？",105,140,1,"gmnsxwkdssmj",49,21,827
412,212,"山城改二","やましろ",10,26,1066,287,0,0,0,0,0,0,0,0,2,77,94,85,87,80,98,0,0,43,87,73,91,8,8,29,45,45,35,35,69,95,95,23,23,59,86,86,14,70,5,3,6,4,4,4,9,23,0,105,8,74,80,-1,260,12,15,38,5,5,0,3,4,"扶桑型戦艦姉妹、妹のほう、山城です。<br>あの、扶桑姉さま、見ませんでした？","扶桑型戦艦２番艦、山城です。<br>「欠陥戦艦」とか「艦隊にいる方が珍しい」とか、い<br>いたい放題ね…。<br>でも、いいの。最後の時も、扶桑姉さまと一緒に戦え<br>れば……",105,140,1,"xjsgvmgfleuu",39,21,827
413,213,"朝雲","あさぐも",2,18,15211,0,327,35,140,110,0,0,0,0,0,16,33,20,22,10,29,24,69,9,39,6,19,21,21,49,70,70,43,43,79,106,106,5,5,19,29,29,8,49,10,1,4,2,0,0,0,0,0,2,14,-1,-1,-1,22,1,1,5,0,0,1,0,1,"朝潮型駆逐艦、朝雲、着任したわ！<br>貴方が司令…かあ。ふうーん。ま、いいわ。私がやったげる！","朝潮型駆逐艦五番艦、朝雲よ。<br>盟友の山雲と一緒に、様々な戦場を駆け抜けたのよ。<br>そう、第九駆逐隊。有名でしょ？え、知らないって？<br>私、冗談ってあまり好きじゃないの。覚えておいて<br>よ！",15,20,1,"xjtxwkwwfdze",34,16,827
414,214,"山雲","やまぐも",2,18,15221,0,328,35,140,110,0,0,0,0,0,16,33,20,22,10,29,24,69,9,39,6,19,23,23,50,70,70,43,43,79,106,106,5,5,19,29,29,7,49,10,1,4,2,0,0,0,0,0,2,14,-1,-1,-1,22,1,1,5,0,0,1,0,1,"おはようございます～。<br>朝潮型駆逐艦六番艦、山雲です～。<br>よろしくお願い致します～。","朝潮型駆逐艦六番艦の山雲です～。<br>大阪生まれの横須賀育ちなの～。そうね、機雷とかは<br>注意しないといけないわね～。<br>護衛や哨戒で活躍、そしてマリアナ、西村艦隊の一員<br>としてレイテにも参加したわ～。",15,20,1,"xthvimkarzgq",31,13,827
415,215,"野分","のわき",2,30,16151,0,329,35,140,110,0,0,0,0,0,16,34,20,22,10,29,24,69,12,44,6,19,24,24,49,68,68,44,44,79,105,105,8,8,19,27,27,14,49,10,1,5,2,0,0,0,0,0,2,14,-1,-1,-1,24,1,1,6,0,0,1,0,1,"陽炎型駆逐艦、野分。参上しました。<br>さあ、司令。いきましょう。","陽炎型駆逐艦十五番艦、野分です。舞鶴生まれです。<br>舞風と一緒に第四駆逐隊に所属しました。<br>緒戦は那珂さん率いる四水戦と共に南方作戦、そして<br>ミッドウェー、マリアナ、レイテにも参加。できるこ<br>と…全力で頑張りました。",15,20,1,"skmmrmdljugc",17,14,827
416,216,"古鷹改二","ふるたか",5,7,8016,262,0,0,0,0,0,0,0,0,2,53,65,60,62,39,77,24,75,22,64,34,72,0,0,0,0,0,39,39,77,106,106,13,13,54,85,85,14,64,10,2,6,4,2,2,2,2,0,90,90,74,-1,-1,60,3,7,16,1,2,1,1,2,"古鷹と言います。<br>重巡洋艦のいいところ、たくさん知ってもらえると嬉しいです。","重巡洋艦、古鷹です。<br>三川提督率いる第８艦隊の一員として、第一次ソロモ<br>ン海戦では敵艦多数を撃破したんですよ！<br>これが、重巡なんです！",35,65,1,"vqdgxtrgintc",29,16,827
417,217,"加古改二","かこ",5,7,8026,263,0,0,0,0,0,0,0,0,2,52,64,59,61,40,78,25,77,24,65,33,72,0,0,0,0,0,38,38,76,105,105,14,14,55,86,86,12,62,10,2,6,4,2,2,2,2,0,90,90,74,39,-1,60,3,7,16,1,2,1,1,2,"古鷹型重巡の2番艦、加古ってんだ、よっろしくぅー！","古鷹型重巡洋艦の２番艦、加古だよぉ。<br>第一次ソロモン海戦で大活躍したんだからね！<br>あ、帰り道？ホント、行きはよいよい、帰りは怖い<br>～ってね！",35,65,1,"riiwaegupstv",8,8,827
418,218,"皐月改二","さつき",2,28,13296,256,0,0,0,0,0,0,0,0,2,28,44,32,34,8,42,27,78,40,82,12,45,30,30,81,120,120,60,60,96,123,123,10,10,45,71,71,20,79,10,1,6,3,0,0,0,0,0,131,125,106,-1,-1,18,1,2,7,0,1,2,2,0,"皐月だよっ。<br>よろしくな！","ボクは任務途中に何度も何度も怪我をしたけど、最後<br>まで奮戦した睦月型駆逐艦５番艦さ。<br>緒戦の後も、船団護衛などで各海域で頑張ったんだ。<br>ホントだよ。",15,15,1,"uhbkffblgplp",2,2,827
419,219,"初霜改二","はつしも",2,10,15046,241,0,0,0,0,0,0,0,0,2,32,53,37,39,12,59,28,85,35,81,14,55,28,28,72,105,105,64,64,94,117,117,11,11,48,76,76,53,100,10,1,6,3,0,0,0,0,0,91,106,120,-1,-1,22,1,2,10,0,2,2,1,1,"初春型四番艦、初霜です。<br>皆さん、よろしくお願いします！","初春型駆逐艦の４番艦、初霜です。<br>アリューシャン作戦、アッツ島沖海戦、キスカ島撤退<br>作戦、マリアナ沖海戦、北号作戦、坊ノ岬沖海戦な<br>ど、様々な激戦に参加しました！<br>ほんと、頑張ったんです！",15,20,3,"ufgydlyjdaxb",8,13,827
420,220,"叢雲改二","むらくも",2,12,14056,205,0,0,0,0,0,0,0,0,2,31,49,36,38,14,57,32,89,27,74,14,50,28,28,69,100,100,50,50,90,120,120,9,10,42,66,67,15,57,10,1,6,3,0,0,0,0,0,91,91,125,-1,-1,22,1,2,10,0,1,2,1,1,"あんたが司令官ね。<br>ま、せいぜい頑張りなさい！","特型駆逐艦、５番艦の叢雲よ。<br>え、知らないって？　全く、ありえないわね。<br>南方作戦や、古鷹の救援、数々の作戦に参加した名艦<br>の私を知らないって、あんた、もぐりでしょ！",15,20,3,"ugxgvgtjsxud",26,12,827
421,221,"秋月","あきづき",2,54,17011,0,330,40,270,170,0,0,0,0,0,20,40,24,26,16,48,16,48,70,104,9,27,27,27,63,90,90,47,47,84,112,112,9,9,29,44,44,10,59,10,1,6,3,0,0,0,0,0,122,15,39,-1,-1,30,1,2,13,1,0,1,3,1,"秋月型防空駆逐艦、一番艦、秋月。<br>ここに推参致しました。お任せください！","艦隊防空のために建造された乙型一等駆逐艦、秋月型<br>駆逐艦一番艦、秋月です。<br>４基８門の長10cm砲と高射装置を備えた防空艦とし<br>て、僚艦の初月らと共に第61駆逐隊を編成しまし<br>た。頑張ります！",20,25,1,"wkvdcpaogfii",20,11,827
422,222,"照月","てるづき",2,54,17021,0,346,40,270,170,0,0,0,0,0,20,40,24,26,16,49,16,49,70,103,9,26,27,27,63,90,90,47,47,83,110,110,9,9,29,44,44,9,49,10,1,6,3,0,0,0,0,0,122,15,39,-1,-1,30,1,2,13,1,0,1,3,1,"秋月型防空駆逐艦、二番艦の照月よ。<br>秋月姉さん同様、どうぞよろしくお願いします。","秋月型防空駆逐艦二番艦、照月よ。<br>秋月姉と第61駆逐隊を編成しました。ソロモンの激<br>戦では、比叡さんや霧島さんと共に戦ったのよ！え？<br>ドラム缶による鼠輸送？ああ、あれは…あれはね…。",20,25,1,"fvcfdjvmxlko",9,9,827
423,223,"初月","はつづき",2,54,17041,0,357,40,270,170,0,0,0,0,0,20,40,24,26,18,50,15,47,70,101,9,28,26,26,62,89,89,48,48,85,113,113,8,8,28,43,43,7,47,10,1,6,3,0,0,0,0,0,122,15,40,-1,-1,30,1,2,13,1,0,1,3,1,"秋月型駆逐艦、その四番艦、初月だ。<br>お前が提督か。いいだろう。僕が行こう。","秋月型防空駆逐艦、四番艦の初月だ。<br>舞鶴で生まれた。姉さんたちと共に、第六十一駆逐隊<br>を編成、マリアナ沖海戦や、レイテ沖海戦に参加し<br>た。防空戦闘、空母救援を実施した後、艦隊の殿とし<br>て僕は敵艦隊に向かった。",20,25,1,"uscckqoguchc",7,3,827
424,224,"高波","たかなみ",2,38,16251,0,345,30,130,110,0,0,0,0,0,16,34,20,22,10,30,24,69,9,39,6,19,27,27,52,71,71,47,47,80,105,105,9,9,24,35,35,8,44,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,"夕雲型駆逐艦、六番艦の高波です。<br>あ、あの…頑張ります！ホントかもです！","夕雲型駆逐艦６番艦、高波です。浦賀生まれです。<br>第三十一駆逐隊に編入され、活躍したかもです。運命<br>のルンガ沖夜戦でも警戒隊の旗艦として敵を発見…、<br>艦隊の勝利に貢献したかも…です。はい！",15,20,1,"hvxoppojkyge",36,12,827
425,225,"朝霜","あさしも",2,38,16351,0,344,45,170,150,0,0,0,0,0,16,34,20,22,10,29,24,68,9,44,6,19,35,35,70,96,96,47,47,80,105,105,6,6,19,28,28,16,59,10,1,4,2,0,0,0,0,0,2,46,-1,-1,-1,24,1,1,6,0,0,1,0,1,"よお！　あたいは、夕雲型駆逐艦、十六番艦の朝霜さ。<br>覚えといてよ。忘れんなよ……なあ！","あたいは夕雲型駆逐艦、その十六番艦、朝霜さ。よー<br>く覚えとおくんだよ。<br>戦況が悪化した頃にデビューしたんだ。でも、その末<br>期の戦線を、文字通り縦横無尽に駆けまわったぜ。や<br>るだけ…やったさ！",15,20,1,"cdsgjcufyxlz",54,12,827
426,226,"吹雪改二","ふぶき",2,12,14016,201,0,0,0,0,0,0,0,0,2,31,49,36,38,15,59,30,88,35,78,14,50,26,26,68,100,100,49,49,92,125,125,14,14,54,84,84,17,77,10,1,6,3,0,0,0,0,0,125,121,106,-1,-1,20,1,2,10,0,2,2,1,1,"はじめまして吹雪です。<br>よろしくお願い致します。","ワシントン条約制限下で設計された、世界中を驚愕さ<br>せたクラスを超えた特型駆逐艦の１番艦、吹雪です。<br>私たちは、後の艦隊型駆逐艦のベースとなりました。<br>はいっ、頑張ります！",15,20,3,"rtkekdbkqrkg",31,17,827
427,227,"鳥海改二","ちょうかい",5,8,8126,272,0,0,0,0,0,0,0,0,2,57,72,64,66,55,86,35,86,24,70,46,78,0,0,0,0,0,41,41,80,109,109,22,22,62,92,92,19,68,10,2,6,4,3,3,3,3,0,90,129,74,88,-1,85,4,7,21,3,4,1,2,2,"私が鳥海です。よろしくです。","高雄型の４番艦、鳥海です。<br>マレー、ソロモン、マリアナ、レイテと数々の作戦に<br>参加しました。<br>鳥海の名は、現在、海自のイージス護衛艦、その4番<br>艦に受け継がれています。",45,80,1,"jcrdsdpsjcgj",14,27,827
428,228,"摩耶改二","まや",5,8,8116,271,0,0,0,0,0,0,0,0,2,57,71,64,66,42,77,34,84,72,106,48,78,0,0,0,0,0,42,42,81,110,110,16,16,55,84,84,14,64,10,2,6,4,3,3,3,3,0,90,131,121,10,-1,85,4,6,21,4,2,1,5,2,"よ！アタシ、摩耶ってんだ、よろしくな。","高雄型重巡洋艦３番艦の摩耶さまだ。<br>生まれは神戸。南方作戦や激戦のソロモン海で暴れま<br>くってやったぜ！<br>ああん？　レイテ？　んだよ、潜水艦って奴は苦手だ<br>よ。",45,80,1,"xljtrrmemnon",14,26,827
429,229,"天城改","あまぎ",11,53,3022,331,0,0,0,0,0,0,0,0,1,60,84,67,69,0,45,0,0,33,79,35,76,0,0,0,0,0,36,36,73,101,101,46,46,80,106,106,17,69,10,1,7,4,18,21,27,3,0,109,111,112,51,-1,210,7,13,30,10,0,0,4,3,"雲龍型航空母艦、天城です。<br>提督、天城、今なら十分活躍できます！","雲龍型航空母艦、その二番艦、天城です。戦時急造計<br>画であるマル急計画により、建造されました。<br>空母機動部隊として運用されることは叶いませんでし<br>たが、呉空襲時の対空戦で奮闘しました。",50,55,3,"zgscfjpbxnir",19,9,827
430,230,"葛城改","かつらぎ",11,53,3032,332,0,0,0,0,0,0,0,0,1,60,84,67,69,0,45,0,0,32,78,36,78,0,0,0,0,0,37,37,75,104,104,44,44,78,104,104,30,79,10,1,7,4,18,21,27,3,0,109,113,39,51,-1,210,7,13,30,10,0,0,4,3,"雲龍型航空母艦、三番艦、葛城よ！<br>え？　水上防空砲台ですって？<br>ち、違うわよ！　提督、何いってんの！","雲龍型航空母艦の三番艦、葛城よ。そう、正規空母。<br>ちょっと生まれるのが遅かったみたい。でも、戦いが<br>終わった後で、私は全力で働いたの。ある意味、私が<br>一番なんだから。ホントよ？ホントなんだから。",50,55,3,"bohmlbbvqtfs",9,9,827
431,231,"U-511","ゆー511・ろ500",13,57,30711,0,334,35,270,170,0,0,0,0,0,8,16,12,14,2,8,22,58,0,0,4,16,0,0,0,0,0,18,18,44,63,63,8,8,28,43,43,30,63,5,1,5,1,0,0,0,0,0,126,-1,-1,-1,-1,22,1,2,2,1,0,2,0,0,"ドイツ海軍所属、潜水艦U-511です。<br>ユーとお呼びください。<br>少し遠出してきました。よろしくお願い致します……。","ドイツ海軍のUボート、潜水艦U-511……です。<br>頑張って、ここまで来ました。<br>皆と仲良くなれたら…いいなって…ここの文化に馴染<br>めたらいいなって…思います。",10,20,1,"ksvosfducgbe",20,4,827
432,232,"Graf Zeppelin","グラーフ・ツェッペリン",11,63,30111,0,353,50,900,1300,0,0,0,0,0,70,89,78,80,10,40,0,0,40,70,29,57,0,0,0,0,0,29,29,49,64,64,40,40,69,91,91,4,39,10,2,7,3,20,13,10,0,0,158,160,-1,-1,-1,270,8,15,32,7,2,0,3,4,"Guten Morgen!　私が航空母艦、Graf Zeppelin だ。<br>貴方がこの艦隊を預かる提督なのだな。そうか……了解だ。","Graf Zeppelin級航空母艦一番艦、Graf Zeppelin<br>だ。立体的な通商破壊戦を展開できる重武装の本格空<br>母だ。建造には日本の空母「赤城」の技術も参考にし<br>たらしい。日本の艦隊…か……楽しみだな。",55,65,1,"tepoqqczfonx",8,8,827
433,233,"Saratoga","サラトガ",11,69,32111,0,438,40,800,1100,0,0,0,0,0,83,93,91,93,30,45,0,0,36,73,40,63,0,0,0,0,0,21,21,42,58,58,40,40,68,89,89,25,75,10,2,6,4,27,19,19,15,0,197,196,-1,-1,-1,330,9,16,43,10,2,0,4,5,"Hello！　航空母艦、Saratogaです。<br>提督、サラとお呼びくださいね。よろしくお願い致します。","Hello！ アメリカ生まれの大型正規空母Saratogaで<br>す。<br>歴史深い由緒ある名前を頂いています。あの大きな戦<br>いでは、最初から最後まで頑張ったんです。戦いの終<br>わったあと、Nagatoさんたちと一緒にある実験に参<br>加しました。",65,70,1,"qtuuhjmqmvfh",2,1,827
